source_id,city,area,rooms,floor,floor_count,year_built,has_parking,has_balcony,has_elevator,price,price_per_sqm,city_median_price_per_sqm,price_difference_pct,price_rating
be676aa4fe366acf9edd4b0ea10d8634,Szczecin,51.3,2,5,10,1984,False,True,True,439000,8557.504873294347,7989.845360824743,7.104762192931946,W średniej
3a3a2c03911765cb6a49339201bbee28,Szczecin,53.0,2,4,4,1993,False,True,False,420000,7924.528301886792,7989.845360824743,-0.817500915076641,W średniej
ce905e4b9a0bad79bb001d87dd6fda2b,Szczecin,36.0,2,4,5,1970,False,False,True,299999,8333.305555555555,7989.845360824743,4.298708913877625,W średniej
a83736dfd4410d62e5fda9c401a83daf,Szczecin,36.5,2,1,4,1980,False,False,False,330000,9041.09589041096,7989.845360824743,13.157332615480088,Powyżej średniej
7d21d64b555c46ec72ef5ebfcb1420bf,Szczecin,65.0,3,3,3,2017,False,False,True,699000,10753.846153846154,7989.845360824743,34.593921010958105,Powyżej średniej
1e4dcd6834890ef2d991be214e84f318,Szczecin,54.98,2,4,4,1930,False,False,False,419000,7620.953073845035,7989.845360824743,-4.6170141012795485,W średniej
f77253cd0f943f3f21cb0924bb1a7cba,Szczecin,54.98,2,4,4,1930,False,False,False,419000,7620.953073845035,7989.845360824743,-4.6170141012795485,W średniej
e34b749c4cea2a61f7880e9dcb597a1a,Szczecin,64.0,4,1,2,1930,False,False,False,569000,8890.625,7989.845360824743,11.274055986013165,Powyżej średniej
3c3b4051611d98921ee58e38a951fd4e,Szczecin,51.23,2,2,2,,False,True,False,480000,9369.510052703494,7989.845360824743,17.267727090732276,Powyżej średniej
e556d69d9773299366dc9cbe9ea8606a,Szczecin,31.0,1,3,12,1985,False,True,True,317000,10225.806451612903,7989.845360824743,27.985035877557408,Powyżej średniej
8eb8034af528a595e54b46577e77c324,Szczecin,52.0,2,3,4,2003,False,False,,539000,10365.384615384615,7989.845360824743,29.731980373580846,Powyżej średniej
